,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,WiFi,DogsAllowed,BYOBCorkage,ByAppointmentOnly,OutdoorSeating,HasTV,RestaurantsTakeOut,DriveThru,Corkage,Caters,RestaurantsDelivery,CoatCheck,BikeParking,RestaurantsAttire,Smoking,NoiseLevel,HappyHour,BusinessAcceptsCreditCards,GoodForDancing,BusinessAcceptsBitcoin,RestaurantsTableService,RestaurantsGoodForGroups,RestaurantsPriceRange2,BYOB,WheelchairAccessible,GoodForKids,RestaurantsReservations,Alcohol
20531,3fpAmsSuEFNF29UUPpgwlw,Spudnuts & Bagels,3629 State St,Santa Barbara,CA,93105,34.4401969,-119.7414014,4.5,292,"Restaurants, Bagels, Coffee & Tea, Food, Bubble Tea, Donuts",,,,,,,None,,,False,True,,True,,,,,True,,,,,1,,,,,
20630,dDU-0EW4Asx-RnM-vULFQw,Lighthouse Coffee,"1819 Cliff Dr, Unit C",Santa Barbara,CA,93109,34.4010923,-119.7214959,4.5,87,"Coffee & Tea, Food",u'free',True,,,True,,,,,,,,,,,,,True,,,,,,,,,,
20780,d0ybsdCs9S9DTDTxuwLbKg,La Tapatia,5764 Hollister Ave,Goleta,CA,93117,34.4359029,-119.8255196,3.0,52,"Restaurants, Mexican",'no',,,,False,True,True,,,,True,,False,'casual',,u'average',,True,,,,True,1,,,True,False,
20794,8vMULlBjFJyS_836tOKnVQ,World Market,610 State St,Santa Barbara,CA,93101,34.4181565,-119.6967313,4.0,56,"Home Decor, Shopping, Home & Garden, Food, Beer, Wine & Spirits, Furniture Stores",,,,,,,True,,,False,False,,True,,,,,True,,,,,2,,,,,
20808,4ejnTeRzv8z102DBIWjQLg,Ca' Dario Pizzeria,29 E Victoria St,Santa Barbara,CA,93101,34.4252245001,-119.7049188623,4.0,121,"Pizza, Restaurants",u'no',,,,False,True,True,,,True,True,,True,u'casual',,u'average',,True,,,,True,2,,,True,True,u'beer_and_wine'
20829,0Qs-G8Xs-mz-jmQH5lez5A,Museum Cafe,1130 State St,Santa Barbara,CA,93101,34.4234706,-119.7039262,4.5,22,"Cafes, Restaurants, Delis",u'no',,,,False,False,True,,,True,False,,True,u'casual',,u'average',,True,,,,True,2,,,True,True,u'beer_and_wine'
20867,sjWf71VmU5HIwqX8RGCLJw,Riviera Bar,20 W Figueroa St,Santa Barbara,CA,93101,34.4218599144,-119.7039636863,4.5,22,"Cocktail Bars, Wine Bars, Nightlife, Bars, Beer Bar, Restaurants",u'free',,,,False,True,,,,,,False,,u'casual',,,,True,False,,,True,2,,True,,False,u'full_bar'
20888,Gz3vi3dVKMylBb8HV1tP8Q,Blenders In the Grass,"1046 Coast Village Rd, Ste F",Santa Barbara,CA,93108,34.4219674,-119.6501878,3.5,68,"Juice Bars & Smoothies, Food, Restaurants, Vegetarian",u'no',False,,,False,False,True,,,False,False,,True,u'casual',,u'average',,True,,,,True,1,,True,True,False,u'none'
20919,to6wzDW0qBkrY6zttmngZg,HeliCafe,278 Ellwood Beach Dr,Goleta,CA,93117,34.4276723863,-119.8852829533,5.0,6,"Food, Internet Cafes, Coffee & Tea, Do-It-Yourself Food",'free',,,,False,,,,,,,,,,,,,False,,,,,1,,,,,
20960,etqiTJ31Bl3Fuh3CWTSHxw,The Coffee Bean & Tea Leaf,1209 Coast Village Rd,Santa Barbara,CA,93108,34.4207853,-119.6441438,4.0,49,"Coffee & Tea, Food",u'free',,,,True,,True,,,False,,,True,,,,,True,,,,,1,,,,,
20992,GAklIF-ucUsXPBZYZxeOpg,The Center for Urban Agriculture at Fairview Gardens,598 N Fairview Ave,Goleta,CA,93117,34.447291,-119.829479,4.5,9,"Education, Food, Educational Services, Community Service/Non-Profit, Local Services, Farmers Market",,,,,,,False,,,,True,,True,,,,,True,,False,,,2,,,,,
21039,LsniEK_m_Jbj7JMbT4eRxQ,101 Deli,130 N Calle Cesar Chavez,Santa Barbara,CA,93103,34.4206191,-119.6842739,4.5,28,"Delis, Restaurants",'no',,,,True,True,True,,,True,False,,True,u'casual',,u'average',,True,,,,False,1,,,True,False,'none'
21042,omnCKxL0f_akh0eYeJxjDg,Seven Bar & Kitchen,224 Helena St,Santa Barbara,CA,93101,34.4152367,-119.6917437,4.0,353,"Lounges, Art Galleries, American (New), Bars, Shopping, Nightlife, Restaurants, Music Venues, Gastropubs, Cocktail Bars, Arts & Entertainment",u'free',True,,False,True,True,True,,,True,False,False,True,u'casual',u'no','average',True,True,,False,True,True,2,,True,False,True,u'full_bar'
21188,FbPzY01omRFOAmbiqzBsUg,La Chapala Market,5780 Hollister Ave,Goleta,CA,93117,34.4360242,-119.825871,4.0,35,"Convenience Stores, Food",,,,,,,True,,,False,,,True,,,,,True,,,,,1,,,,,
21443,uQSCNdPI0dC_sPsOh1U8NQ,McDonald's,1906 Cliff Dr,Santa Barbara,CA,93109,34.4018817782,-119.7223486789,2.0,41,"Restaurants, Food, Fast Food, Burgers, Coffee & Tea",u'free',,,,False,True,True,True,,False,True,,True,'casual',,'loud',,True,,,,True,1,,,True,False,'none'
21450,z-9_8ot2TnKL9DX4k3MYMQ,Palazzio,1026 State St,Santa Barbara,CA,93101,34.422294,-119.702545,3.0,345,"Restaurants, Pizza, Italian",u'free',,'yes_corkage',,True,True,True,,True,True,True,,True,'casual',,u'average',True,True,,False,,True,2,,,True,True,'full_bar'
21461,kfK0iQyhLIN3gOIzbLYwFw,Ruby's Cafe Santa Barbara,734 State St,Santa Barbara,CA,93101,34.4195175,-119.6990704,3.5,24,"Mexican, Restaurants",,,,,True,,True,,,,False,,,'casual',,u'average',,True,,,,True,2,,,True,,u'full_bar'
21471,6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,210 Stearns Wharf,Santa Barbara,CA,93101,34.4104753,-119.6868426,3.5,477,"Seafood, Restaurants, American (Traditional)",'free',False,,,True,True,True,,,False,True,,True,u'casual',,u'average',True,True,,,True,True,2,,True,True,True,'full_bar'
21496,0iLgVQpBeIYYwQZIblTTVw,Cafe 154,"4151 Foothill Rd Building A Main Fl, Bldg A",Santa Barbara,CA,93110,34.4510957997,-119.7600908624,4.0,10,"Cafes, Restaurants, Cafeteria",u'free',,,,True,True,True,,,,True,,,'casual',,,,True,,,,False,,,,False,False,
21611,1XoX4eLYyfK4b8l_TqiPUg,il Fustino,3401 State St,Santa Barbara,CA,93105,34.4401074,-119.736727,4.5,28,"Food, Specialty Food, Olive Oil",,,,,,,True,,,False,True,,True,,,,,True,,,,,2,,,,,
21617,fMWi5o0U30MK2JgvRl_blA,Mama Lu,415 N Milpas St,Santa Barbara,CA,93103,34.4256303,-119.6846643,3.0,45,"Asian Fusion, Chinese, Restaurants",'no',,,,False,False,True,,,,True,,True,u'casual',,u'average',,True,,,,True,2,,,True,False,u'none'
21624,ZyplC1MYtyPS3dxuBTLziA,Baskin Robbins,3611 State St,Santa Barbara,CA,93105,34.4400656,-119.74073,3.0,29,"Ice Cream & Frozen Yogurt, Food",'no',,,,,,True,,,,True,,True,,,,,True,,,,,1,,,,,
21636,UiJiURqivPDuvMsFgRF3yQ,The Honey B,602 Anacapa St,Santa Barbara,CA,93101,34.4193355,-119.6958223,4.5,215,"Vegetarian, Gluten-Free, Food, Restaurants, Coffee & Tea, American (New), Vegan, Cafes",u'no',,,,True,False,True,,,True,True,,False,u'casual',,u'quiet',False,True,,,False,True,1,,True,True,False,u'none'
21739,YoHFJVHTyS5ZtrSTaXt6Jw,The Santa Barbara Art Foundry,120 Santa Barbara St,Santa Barbara,CA,93101,34.4158022,-119.688585,5.0,21,"Wineries, Venues & Event Spaces, Food, Shopping, Event Planning & Services, Art Galleries, Arts & Entertainment",,,,False,,,,,,,,,True,,,,,True,,,,,4,,,True,,
21812,XkZwD46WcsAlbpg1inwbLQ,American Ale,14 E Cota St,Santa Barbara,CA,93101,34.4180855,-119.6963673,4.0,194,"Nightlife, Pubs, Beer, Wine & Spirits, American (Traditional), Burgers, Bars, Food, Restaurants",u'no',,,,True,False,True,,,False,False,,True,u'casual',,'average',True,True,,,,True,2,,,False,False,u'full_bar'
21813,x1-RLqVvspmksSiICHCcRw,Delaney's Desserts,,Santa Barbara,CA,93105,34.4208305,-119.6981901,5.0,8,"Food, Custom Cakes, Desserts, Bakeries",,,,,,,True,,,,True,,,,,,,False,,,,,,,,,,
21837,Qh4SE3580B-nnH3DwuAXOA,Cafe Zoma,"7127 Hollister Ave, Ste18",Goleta,CA,93117,34.4358294,-119.8276389,4.5,10,"Coffee & Tea, Food",u'free',,,,True,,,,,,,,,,,,,True,,,,,1,,,,,
21874,L7-PPe0fj-6U7qq31vjWnQ,Rincon Beach Bar,3805 Santa Claus Ln,Carpinteria,CA,93013,34.4064015,-119.5477233411,4.5,110,"Tapas/Small Plates, Beer Bar, Nightlife, Cocktail Bars, Bars, Food Delivery Services, Food, Restaurants",u'free',True,,False,True,True,True,,,True,True,,True,,u'no',,True,True,,False,True,,,False,True,,True,u'full_bar'
21978,cCi63HyU5XtjCaCVw0qJCw,M Kitchen,"634 State St, M. Special Brewing Company",Santa Barbara,CA,93101,34.4187305,-119.6976933,3.0,15,"Restaurants, American (Traditional)",,,,,True,,,,,,,,,,,,,,,,,,,,,,,
21998,CNVbKrqBr6NdKqzCYLeZrA,Hi Time Stop & Shop,76 El Sueno Rd,Santa Barbara,CA,93110,34.4417269,-119.7691746,3.5,7,"Grocery, Food",,,,,,,,,,,True,,,,,,,True,,,,,2,,,,,
22013,ugkzb_3jAcK0RZLxIeK7gA,Asian Cafe,5869 Hollister Ave,Goleta,CA,93118,34.435808,-119.8282825,4.0,5,"Restaurants, Vietnamese",,,,,False,,True,,,,,,,'casual',,,,,,,,True,1,,,True,,
22015,_swrAjNgk60HIGLVzHiqmA,Khao Kaeng by Empty Bowl Gourmet Noodle Bar,"1187 Coast Village Rd, Ste 9",Montecito,CA,93108,34.4207816,-119.6449207,4.5,51,"Restaurants, Asian Fusion, Thai, Taiwanese, Noodles",u'no',True,,,True,False,True,,,True,False,,True,u'casual',,u'average',True,True,,,True,True,2,,True,,True,u'beer_and_wine'
22073,VhWtlyWAH6Lw_XBXuKDWng,LaoWang Burger,231 S Magnolia Ave,Goleta,CA,93117,34.4358294,-119.8276389,4.5,11,"Food, Restaurants, Food Delivery Services, Chinese",u'no',True,,,True,False,True,,,True,True,,True,'casual',,'average',,True,,False,False,True,1,,True,True,True,u'none'
22076,IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,1972 Cliff Dr,Santa Barbara,CA,93109,34.4022202,-119.7228003,4.0,374,"Restaurants, Bars, Breakfast & Brunch, American (Traditional), Nightlife",u'free',True,,,True,True,True,,,False,True,,True,'casual',,u'average',,True,False,,,True,2,,,True,True,u'full_bar'
22141,1oGCzoCC6HnQWpdK9cCP0g,Low Pigeon Coffee Roasters,401 E Haley St,Santa Barbara,CA,93101,34.4212987,-119.6910125,5.0,93,"Food, Coffee Roasteries, Coffee & Tea",u'free',True,,,True,,True,,,False,True,,True,,,u'average',,True,,False,,,2,,True,,,
22170,bkCM8JR0ti4WHtG19DKgfA,The Pub,224 Helena Ave,Santa Barbara,CA,93101,34.4151132,-119.6918259,3.0,13,"Beer, Wine & Spirits, Pubs, Arts & Entertainment, Gay Bars, Bars, Nightlife, Food, Music Venues",,,,,True,,,,,,,,,,,u'average',,True,,,,True,2,,,False,,u'full_bar'
22198,KMBCvNByuzXlPoNzHeBhZw,6831 AA Hollister Ave,"250 Storke Rd, Ste E",Goleta,CA,93117,34.4295129,-119.8692707,3.0,17,"Delis, Vegetarian, Restaurants, Italian, Local Flavor",u'free',,'yes_free',,True,True,True,,False,True,,,,'casual',,u'quiet',,True,,,,True,1,,,True,False,u'beer_and_wine'
22219,oTcezJoCe30NrwiNFsoLXQ,The Little Door - Santa Barbara,129 E Anapamu St,Santa Barbara,CA,93101,34.4253242,-119.7027302,4.5,137,"Restaurants, French, Bars, Nightlife, Wine Bars, Mediterranean",u'free',True,,,True,False,True,,,False,False,False,True,u'casual',u'no',u'average',True,True,False,False,True,True,3,,True,False,True,u'full_bar'
22291,y1ZPi7c6sSkWdE1p2vUo-Q,PizzaRev,12 W. De La Guerra St,Santa Barbara,CA,93101,34.4192413388,-119.6999922914,4.0,142,"Pizza, Salad, Restaurants",u'no',,,,True,False,True,,,True,True,,True,'casual',,u'average',True,True,,False,False,True,1,,True,True,False,u'beer_and_wine'
22343,Gz2Q1zFXJgnKHOkFdCR9fg,Baba Small Batch,103 Sant Felicia Dr,Goleta,CA,93117,34.4313228592,-119.8761527,4.5,10,"Food, Restaurants, Mediterranean, Farmers Market, Specialty Food, Organic Stores, Street Vendors",,,,,,,True,,,,,,,,,,,True,,,,,3,,,,,
22351,1lwulkAD5htni3rbHW8oeg,Subway,"1940 Cliff Dr, Ste B-13",Santa Barbara,CA,93109,34.402151,-119.7225483,3.0,11,"Restaurants, Sandwiches, Salad, Fast Food",'no',,,False,True,False,True,,,True,True,,True,u'casual',,'loud',,True,,False,False,True,1,,True,True,False,'none'
22376,ebJav941naDgngDP2EIRHw,Panda Express,3849 State St. Space I-58,Santa Barbara,CA,93101,34.439041,-119.749199,2.5,51,"Fast Food, Chinese, Restaurants",,,,,True,True,True,False,,True,True,,True,'casual',,u'average',,True,,,,True,1,,,True,False,u'none'
22424,Vc-hDuD19_eeJ8ULZmLSCw,Stone Age Restaurant,415 N Milpas St,Santa Barbara,CA,93103,34.4256025,-119.6847378,3.5,98,"Restaurants, Barbeque, Chinese",u'free',False,,,False,False,True,,,False,True,,True,'casual',,'average',,True,,False,True,True,2,,True,True,True,u'none'
22437,5Z7HXqp22lSiN0Q8iF94hQ,Zodo's Bowlero Bowling & Beyond,5925 Calle Real,Goleta,CA,93117,34.4405664,-119.82881,3.5,287,"Active Life, Bowling, Restaurants, Bars, Nightlife, Party & Event Planning, Arcades, Event Planning & Services, Arts & Entertainment",u'free',False,'no',False,True,True,None,,,,None,,True,'casual',,,True,True,,,,True,2,,True,True,True,'full_bar'
22446,j3Ml_qEFnDOaH5miNzG6xw,Rose Cafe No 2,1816 Cliff Dr,Santa Barbara,CA,93109,34.40162,-119.721043,3.5,173,"Restaurants, Mexican",'no',,'yes_free',,True,True,True,,False,True,True,,True,'casual',,u'average',True,True,,,True,True,2,False,True,True,False,u'full_bar'
22492,FBqYnP7H3TMHYQvafuBTSA,Hiwi Tropical Fusion,6555 Pardall Rd,Goleta,CA,93117,34.4130536875,-119.856478291,3.5,155,"Food, Hawaiian, Restaurants, Gluten-Free, Coffee & Tea, Breakfast & Brunch, American (New)",u'free',True,,,True,True,True,,,True,True,,True,'casual',,u'average',True,True,,,True,True,1,,True,True,False,u'none'
22495,er6TqaBx6m2xpKJhqD74FQ,Rudy's Restaurant,5764 Calle Real,Goleta,CA,93117,34.4418088,-119.8256214,3.0,41,"Restaurants, Mexican",,,,,False,True,True,,,False,False,,,'casual',,u'loud',,True,,,,True,1,,,True,False,u'beer_and_wine'
22547,0tbscjPg4IzURekIn_CJ1Q,Juice Ranch,33 Parker Way,Santa Barbara,CA,93101,34.4144582,-119.6944402,4.0,150,"Juice Bars & Smoothies, Local Flavor, Food",'no',,,,,,True,,,True,True,,True,,,,,True,,,,,2,,,True,,
22812,m-EfDi7UBwdiEBm7NXqq3w,Pizza My Heart,6533 Trigo Rd,Isla Vista,CA,93117,34.41099,-119.855278,4.0,151,"Restaurants, Pizza",u'free',,,,None,True,True,,,True,True,,True,u'casual',,u'average',,True,,,False,True,1,,,True,False,u'beer_and_wine'
22826,0nR7jHCkFEzmA1n2b5g1nw,Basil's Italian,608 Anacapa St,Santa Barbara,CA,93101,34.4193295,-119.6959723,4.5,64,"Sandwiches, Delis, Pizza, Italian, Restaurants",'free',,,,True,True,True,,,True,True,,True,'casual',,u'quiet',True,True,,,True,True,2,,True,True,True,u'beer_and_wine'
22919,8Npqlzl494AIMX_4pP4MJw,Drake Wines,"32 Anacapa St, Ste C",Santa Barbara,CA,93101,34.4142112,-119.6887628,4.5,73,"Food, Wine Tasting Room, Arts & Entertainment, Local Flavor, Wineries",,,,False,,,False,,,False,,,True,,,,,True,,,,,2,,,False,,
22954,45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,2220 Bath St,Santa Barbara,CA,93105,34.4303146,-119.720935,4.5,263,"Farmers Market, Food, Fast Food, American (New), Bars, Wine Bars, Breakfast & Brunch, Cafes, Restaurants, Nightlife",'free',False,,False,True,True,True,False,,False,None,,False,'casual',,u'quiet',True,True,,False,True,True,2,,True,True,True,u'beer_and_wine'
23022,HGRR2w9KddspVBYA-4bSlQ,Sunnyside Market & Deli,436-B East Gutierrez St,Santa Barbara,CA,93101,34.4208748,-119.6888568,4.0,12,"Delis, Grocery, Delicatessen, Coffee & Tea, Restaurants, Food",u'no',,,,False,,,,,,,,,,,,,True,,,,,1,,,,,
23094,0iHHsSqphxrBWWecYEJcuQ,Cajé Coffee - Arlington St,1316 State St,Santa Barbara,CA,93101,34.4248531,-119.7060883,4.5,72,"Food, Coffee & Tea",u'free',True,,,True,,True,,,,False,,,,,u'average',,True,,,,,2,,True,,,
23120,wUHUyTrOpUcTVTQpyZFo8w,McDonald's,1213 State St,Santa Barbara,CA,93101,34.423608,-119.705139,2.0,34,"Fast Food, Restaurants, Coffee & Tea, Food, Burgers",'free',,,,False,True,True,True,,False,True,,True,u'casual',,u'loud',,True,,,,True,1,,,True,False,'none'
23124,YfhQzaZbeO-9XYH17Ga0Ig,Rite Aid,199 N Fairview Ave,Goleta,CA,93117,34.442997848,-119.8314926356,3.0,39,"Drugstores, Convenience Stores, Food, Shopping",,,,,,,False,,,,,,True,,,,,True,,,,,2,,,,,
23137,COSC9JC0Vjr89CaTZuPkUA,Santa Barbara Craft Ramen,436 State St,Santa Barbara,CA,93101,34.4167251564,-119.6952347475,4.0,477,"Ramen, Japanese, Restaurants",u'free',True,,,True,True,True,,,False,True,,True,'casual',,u'average',True,True,,,True,True,2,,,True,True,'beer_and_wine'
23236,uEv1I-0r82Krj4eEysjC4A,Red Kettle Coffee,"2275 Ortega Hill Rd, Ste A",Summerland,CA,93067,34.4215610369,-119.6012063964,4.5,122,"Coffee & Tea, Food",'free',True,,False,True,,True,False,,True,None,,True,,,u'average',False,True,,False,,,2,,True,,,
23275,ZY4M_fKW8aSUpsUzeh5fuA,Elements Restaurant and Bar,129 E Anapamu St,Santa Barbara,CA,93101,34.425305,-119.702695,3.5,42,"Bars, Restaurants, American (New), Nightlife",,,,,True,False,False,,,,False,,,u'casual',,u'quiet',True,True,,,,True,3,,,False,True,u'full_bar'
23301,iuTj4Se42VUto09Stkiq4A,Teavana,651 Paseo Nuevo Mall,Santa Barbara,CA,93101,34.419035,-119.699953,3.5,19,"Food, Coffee & Tea",'no',,,,False,,,,,,,,True,,,,,True,,,,,3,,,,,
23336,22q2wGlAmJN8MkhZl2RzRw,Sakura Express,819 State St,Santa Barbara,CA,93190,34.4198015,-119.7001905,2.0,34,"Restaurants, Japanese",u'no',,,,True,False,True,,,False,False,,,'casual',,u'average',,True,,,,False,1,,,False,False,u'none'
23374,Ul2yz_C9n-FOWxRdXaKeQg,Santa Barbara Hives,"516 Palm Ave, Unit C",Carpinteria,CA,93013,34.3933431,-119.5191105,5.0,5,"Cheese Shops, Food, Arts & Crafts, Home Decor, Vegan, Honey, Restaurants, Souvenir Shops, Specialty Food, Wildlife Control, Home & Garden, Shopping, Local Services, Pest Control",,,,,,,None,,,,True,,,,,,,,,,,,,,,,,
23386,E_ac8Q20OJD9L8cafCBKaQ,Milk & Honey Tapas,30 W Anapamu St,Santa Barbara,CA,93101,34.42257,-119.7054592,4.0,534,"Restaurants, Food Delivery Services, Nightlife, Cocktail Bars, Food, Tapas Bars, Bars",u'no',True,,,True,False,False,False,True,True,False,False,True,'casual',u'no',u'average',True,True,False,False,True,True,2,False,True,False,False,u'full_bar'
23393,cnG65HES0L_jCgbrWKtnVg,Smart & Final Extra!,7090 Hollister Ave,Goleta,CA,93117,34.4307496,-119.8749213,3.0,26,"Wholesale Stores, Grocery, Fashion, Department Stores, Food, Shopping",,,,,,,False,,,False,True,,True,,,,,True,,,,,1,,,,,
23426,oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,734 State St,Santa Barbara,CA,93101,34.4195327202,-119.6991314739,3.5,260,"Wine Bars, Restaurants, Indian, Australian, Bars, American (New), Nightlife",u'no',,,,True,False,True,,True,True,True,False,True,u'casual',u'no',,,True,,,True,True,3,,True,False,True,u'beer_and_wine'
23496,tyt3pz0x3ZB8GXsSx1a9Aw,Roy,7 W Carrillo St,Santa Barbara,CA,93101,34.4210753,-119.7019558,4.0,251,"Restaurants, American (New)",u'no',,,,False,False,True,,,False,True,,True,'casual',,u'average',,True,,,,True,2,,,False,True,u'full_bar'
23556,yE8r8JXplgnr4XxRivkdLw,Chef Karim's Restaurant,"1221 State St, Ste 2",Santa Barbara,CA,93101,34.423621,-119.705492,4.0,28,"Moroccan, Restaurants",,,'yes_corkage',,False,,False,,,,False,,,u'casual',,,,True,,,,True,3,,,False,True,'beer_and_wine'
23557,fO89arPgWzq_1YYQYLS4Yw,Wine Tasting Designated Drivers of Santa Barbara,,Santa Barbara,CA,93101,34.420334,-119.7107494,4.5,85,"Food, Limos, Bars, Wineries, Tours, Wine Bars, Arts & Entertainment, Breweries, Hotels & Travel, Wine Tours, Transportation, Taxis, Nightlife",,,,True,,,,,,,,,True,,,,,False,,False,,,2,,,False,,
23571,CkENBnSJFfPA1hY0qrqfCg,Carlitos Cafe Y Cantina,"1324 State St, Ste A",Santa Barbara,CA,93101,34.42505409,-119.7065041501,3.5,731,"Restaurants, Mexican",u'free',True,,,True,False,True,False,,False,None,,True,'casual',,u'average',True,True,,,True,True,2,,True,True,True,'full_bar'
23661,qM2gfO-cqpDzxmIX-XzuWA,Plow & Angel,900 San Ysidro Ln,Santa Barbara,CA,93108,34.4468032725,-119.6230980256,4.0,77,"American (New), Food, Restaurants, American (Traditional)",u'free',False,,,False,True,False,,,False,False,,False,u'casual',,u'average',True,True,,False,True,True,3,,,False,True,u'full_bar'
23676,sXaIwcg_nV79tPMenha6hw,Cantina,"966 Embarcadero Del Mar, Ste C",Isla Vista,CA,93117,34.4117256,-119.8568333,4.5,119,"Mexican, Restaurants, Tacos",u'no',,,,True,True,True,,,False,False,,True,'casual',,u'average',,True,,,,True,1,,True,True,False,u'beer_and_wine'
23679,9u79dIXLQzmt9rnOZEnBaQ,The Habit Burger Grill,628 State St,Santa Barbara,CA,93101,34.418499,-119.697453,4.0,306,"Burgers, Restaurants",u'no',,'no',,True,True,True,True,False,False,None,,True,'casual',,u'average',,True,,,False,True,1,,,True,False,'none'
23720,r_UPGh9GHMyBhPVMKVxRuw,Cajé Coffee Roasters,811A State St,Santa Barbara,CA,93101,34.4195961,-119.7001497,4.5,36,"Coffee & Tea, Bagels, Coffee Roasteries, Food",u'free',True,,,True,,,,,,,,,,,,,,,,,,,,,,,
23860,-I7M6l0h46VdiN09Y1NUZw,Apna Indian Kitchen,718 State St,Santa Barbara,CA,93101,34.4192388,-119.6983869,4.5,246,"Gluten-Free, Gastropubs, Vegan, Restaurants, Indian",u'no',False,,,True,False,True,,False,True,True,,True,,,,True,True,,,True,True,2,True,True,,True,u'beer_and_wine'
23871,ToqcYJVdnrp4fefaucm-Vg,Lele Patisserie,110 W Mission St,Santa Barbara,CA,93101,34.4298651,-119.7164754,4.5,19,"Food, Custom Cakes, Bakeries, Cupcakes, Desserts, Caterers, Event Planning & Services",,,,,,,True,,,True,True,,True,,,,,True,,False,,,,,True,,,
23926,9CBW1G-JR9ioTgwFTK6kbQ,Minnow Cafe,9 Breakwater,Santa Barbara,CA,93101,34.4208305,-119.6981901,4.0,12,"Restaurants, Delis",u'no',,,,True,False,True,,,,False,,,'casual',,u'loud',,False,,,,False,1,,,True,False,u'beer_and_wine'
23930,NmexnuLm3zyKxsgwbCe7ug,The Lovin Spoonful,2028 Cliff Dr,Santa Barbara,CA,93109,34.4024970386,-119.7241310081,4.5,67,"Food, Ice Cream & Frozen Yogurt",u'free',False,,,,,True,,,False,False,,False,,,,,True,,,,,1,,True,,,
23947,_RMb-HO3vInP6oa6jF8TLQ,Santa Barbara Woodfire Catering,,Goleta,CA,93117,34.4358294,-119.8276389,5.0,21,"Event Planning & Services, Food, Food Trucks, Restaurants, Pizza, Caterers, Barbeque",,,,,,,,,,,,,,,,,,True,,,,,,,,,,
24095,o4IiNbNybcy-L4vzTSoDJw,Ca' Dario,37 E Victoria St,Santa Barbara,CA,93101,34.4253913532,-119.7048107601,4.0,672,"Tuscan, Seafood, Wine Bars, Restaurants, Bars, Nightlife, Italian",u'no',,'yes_corkage',False,True,False,True,,True,True,True,True,True,'casual',u'no',u'average',False,True,False,,True,True,2,True,True,False,True,u'full_bar'
24143,rsEy48n_jB0I-Mofec1NJA,Highway Karaoke and Fresh Tea,"7127 Hollister Ave, Ste 23, University Plaza Shopping Ctr",Goleta,CA,93117,34.428088,-119.876588,4.0,105,"Juice Bars & Smoothies, Bubble Tea, Nightlife, Karaoke, Food",u'free',,,,False,True,True,,,False,,False,True,,u'no','quiet',True,True,False,,,True,2,,True,,,'none'
24153,pqlCSlwPp3unjiEBcZe94g,Room For Cake,,Santa Barbara,CA,93102,34.4208305,-119.6981901,5.0,6,"Custom Cakes, Food, Desserts, Bakeries",,False,,,,,True,,,True,True,,True,,,,False,True,,,,,,,True,,,
24289,xmYXjgEMauD9XYlyeSIaqw,il fustino,38 W Victoria St,Santa Barbara,CA,93101,34.4235962,-119.7066283,5.0,6,"Specialty Food, Food",,,,,,,True,,,False,,,True,,,,,True,,,,,2,,,,,
24338,sc-MRSa8K0BTE5m3tmgrQw,Clementine's Steak House,4631 Carpinteria Ave,Carpinteria,CA,93013,34.4014529,-119.5243441,4.0,280,"Steakhouses, American (Traditional), Desserts, Food, Restaurants",u'no',,,,True,True,True,,,False,None,,True,u'casual',,u'average',,True,,,True,True,2,,,True,True,u'beer_and_wine'
